short_name,long_name,sofifa_id,age,dob,nationality,height_cm,body_type,weight_kg,club,player_url,overall_potential,value_eur,wage_eur,work_rate,team_position,team_jersey_number,shooting,passing,dribbling,defending,player_traits,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,power_shot_power,power_strength,power_long_shots,defending_standing_tackle,defending_sliding_tackle
A. Godoy,Aníbal Cesis Godoy,217047,29,2/10/90,Panama,183,Normal,82,San Jose Earthquakes,https://sofifa.com/player/217047/anibal-godoy/20/159586,73,3400000,7000,Medium/Medium,SUB,20,58,65,67,66,"Injury Prone, Selfish, Leadership",79,67,77,67,73,71,54,65,62
A. Gogia,Akaki Gogia,202271,27,1/18/92,Germany,178,Normal,73,1. FC Union Berlin,https://sofifa.com/player/202271/akaki-gogia/20/159586,70,1900000,22000,Medium/Medium,SUB,11,69,65,75,28,"Injury Free, Crowd Favourite",67,73,56,75,70,58,73,22,23
A. Gogic,Alexandros Gogic,216526,25,4/13/94,Cyprus,185,Normal,83,Hamilton Academical FC,https://sofifa.com/player/216526/alex-gogic/20/159586,63,425000,2000,Low/High,RCB,13,45,47,51,61,Not Provided,54,49,53,53,68,82,48,63,60
A. Gojak,Amer Gojak,244264,22,2/13/97,Bosnia Herzegovina,184,Normal,78,Dinamo Zagreb,https://sofifa.com/player/244264/amer-gojak/20/159586,70,2600000,1000,High/Medium,SUB,14,64,67,68,62,Argues with Officials,72,71,70,72,80,78,60,64,60
A. Golovin,Alexandr Golovin,225663,23,5/30/96,Russia,180,Lean,69,AS Monaco,https://sofifa.com/player/225663/alexandr-golovin/20/159586,79,17500000,38000,High/High,RCM,17,71,75,82,65,"Argues with Officials, Crowd Favourite",79,83,73,82,76,56,75,69,64
A. Gomes,Angel Gomes,240507,18,8/31/00,England,169,Lean,61,Manchester United,https://sofifa.com/player/240507/angel-gomes/20/159586,68,1800000,12000,Medium/Medium,RES,28,62,66,71,39,"Beat Offside Trap, Selfish, Leadership, Finesse Shot, Crowd Favourite",67,68,65,68,60,32,64,41,35
A. Gomez Mancini,Anthony Gomez Mancini,245994,18,4/6/01,France,180,Normal,70,Angers SCO,https://sofifa.com/player/245994/anthony-gomez-mancini/20/159586,58,260000,1000,Medium/Medium,RES,14,51,58,57,48,Not Provided,61,56,63,58,59,45,44,49,43
A. Gomis,Alfred Benjamin Gomis,201976,25,9/5/93,Senegal,194,Lean,80,SPAL,https://sofifa.com/player/201976/alfred-gomis/20/159586,75,6000000,10000,Medium/Medium,SUB,1,0,0,0,0,Not Provided,34,15,35,24,53,57,15,14,10
A. González,Alfonso González,207984,24,9/5/94,Mexico,173,Normal,70,Monterrey,https://sofifa.com/player/207984/alfonso-gonzalez/20/159586,72,4200000,24000,Medium/Medium,RES,21,70,71,72,65,Not Provided,71,72,70,70,71,69,71,67,66
A. González,Ángel González,226086,25,5/16/94,Argentina,169,Normal,70,Estudiantes de La Plata,https://sofifa.com/player/226086/angel-gonzalez/20/159586,74,7000000,16000,Medium/Medium,LW,8,70,65,76,48,"Dives Into Tackles (CPU AI Only), Crowd Favourite",68,77,62,72,75,63,66,48,33
A. Gonçalves,Anthony Gonçalves,193147,33,3/6/86,France,178,Normal,79,Stade Malherbe Caen,https://sofifa.com/player/193147/anthony-goncalves/20/159586,71,1400000,6000,High/High,RWB,17,49,69,68,62,Giant Throw-in,75,65,74,70,59,79,56,69,68
A. Gory,Alimami Gory,234158,22,8/30/96,France,182,Normal,72,Le Havre AC,https://sofifa.com/player/234158/alimami-gory/20/159586,66,1000000,2000,Medium/Medium,RES,28,60,55,68,22,Not Provided,59,67,48,66,56,71,46,18,13
A. Gouiri,Amine Gouiri,240753,19,2/16/00,France,180,Normal,72,Olympique Lyonnais,https://sofifa.com/player/240753/amine-gouiri/20/159586,68,1900000,14000,Medium/Medium,SUB,19,65,55,69,21,Selfish,65,70,47,69,68,65,54,13,21
A. Grandi,André Grandi,251241,22,5/2/97,Brazil,193,Normal,80,CD Leganés,https://sofifa.com/player/251241/andre-grandi/20/159586,65,775000,4000,Medium/Medium,RES,30,0,0,0,0,Not Provided,42,13,27,27,50,59,9,11,12
A. Granlund,Albin Granlund,236047,29,9/1/89,Finland,179,Normal,79,Örebro SK,https://sofifa.com/player/236047/albin-granlund/20/159586,63,300000,1000,High/Medium,SUB,22,33,55,56,59,Not Provided,55,52,52,55,35,65,34,62,64
A. Granqvist,Andreas Granqvist,156713,34,4/16/85,Sweden,192,Normal,84,Helsingborgs IF,https://sofifa.com/player/156713/andreas-granqvist/20/159586,78,3800000,4000,Medium/High,LCB,4,58,58,54,80,"Avoids Using Weaker Foot, Giant Throw-in",70,49,67,61,74,85,59,80,77
A. Grant,Anthony Grant,167926,32,6/4/87,England,180,Normal,80,Shrewsbury,https://sofifa.com/player/167926/anthony-grant/20/159586,66,425000,3000,Low/Medium,SUB,31,52,59,64,62,Not Provided,65,62,62,64,58,80,56,64,62
A. Grant,Alexander Grant,209210,25,1/23/94,Australia,191,Normal,88,Perth Glory,https://sofifa.com/player/209210/alex-grant/20/159586,66,750000,2000,Medium/Medium,LCB,2,33,39,39,66,Long Passer (CPU AI Only),54,31,41,43,50,87,26,70,69
A. Grassi,Alberto Grassi,220475,24,3/7/95,Italy,183,Lean,75,Parma,https://sofifa.com/player/220475/alberto-grassi/20/159586,75,9000000,32000,Medium/Medium,SUB,8,63,73,74,67,Not Provided,79,75,76,77,70,62,67,69,63
A. Gravillon,Andrew Gravillon,239550,21,2/8/98,France,185,Normal,80,Sassuolo,https://sofifa.com/player/239550/andrew-gravillon/20/159586,69,1500000,14000,Medium/Medium,RES,5,31,42,46,68,Injury Prone,50,41,47,50,48,84,25,70,69
A. Gray,Andre Gray,194138,28,6/26/91,England,180,Normal,78,Watford,https://sofifa.com/player/194138/andre-gray/20/159586,76,8000000,63000,High/Medium,SUB,18,75,62,73,30,Diver,67,72,54,72,80,73,65,23,20
A. Grbic,Adrian Grbic,239432,22,8/4/96,Austria,188,Normal,82,Clermont Foot 63,https://sofifa.com/player/239432/adrian-grbic/20/159586,68,1200000,3000,High/Medium,ST,9,70,53,64,23,Not Provided,56,64,42,67,73,75,68,21,17
A. Green,André Green,228814,20,7/26/98,England,180,Lean,71,Preston North End,https://sofifa.com/player/228814/andre-green/20/159586,68,1600000,8000,Medium/Medium,SUB,19,61,63,70,36,Not Provided,66,71,64,70,66,60,53,34,38
A. Greene,Aaron Greene,198543,29,1/2/90,Republic of Ireland,180,Normal,73,Shamrock Rovers,https://sofifa.com/player/198543/aaron-greene/20/159586,62,300000,1000,High/High,ST,22,57,57,61,36,Early Crosser,61,60,55,62,63,73,53,36,35
A. Grgic,Anto Grgic,229336,22,11/28/96,Switzerland,188,Normal,84,FC Sion,https://sofifa.com/player/229336/anto-grgic/20/159586,68,1400000,11000,Medium/Medium,SUB,14,54,71,63,62,Finesse Shot,75,60,70,69,66,75,58,63,53
A. Griezmann,Antoine Griezmann,194765,28,3/21/91,France,176,Normal,73,FC Barcelona,https://sofifa.com/player/194765/antoine-griezmann/20/159586,89,69000000,370000,High/High,LW,17,86,84,89,57,"Beat Offside Trap, Selfish, Argues with Officials, Finesse Shot, Speed Dribbler (CPU AI Only), Outside Foot Shot, Crowd Favourite",85,88,82,90,82,63,83,54,49
A. Grimaldi,Adriano Grimaldi,195262,28,4/5/91,Germany,188,Stocky,90,KFC Uerdingen 05,https://sofifa.com/player/195262/adriano-grimaldi/20/159586,68,925000,5000,Medium/Low,SUB,19,66,53,60,29,"Power Free-Kick, Selfish",58,58,51,63,74,89,62,20,14
A. Grinwis,Adam Grinwis,242715,27,4/21/92,United States,188,Lean,77,Orlando City SC,https://sofifa.com/player/242715/adam-grinwis/20/159586,56,80000,1000,Medium/Medium,RES,99,0,0,0,0,Not Provided,24,11,18,12,41,59,9,12,13
A. Groiß,Alexander Groiß,245719,21,7/1/98,Germany,189,Normal,86,Karlsruher SC,https://sofifa.com/player/245719/alexander-groiss/20/159586,64,625000,2000,Medium/Medium,SUB,20,44,51,52,62,Argues with Officials,64,49,61,54,67,83,58,66,63
A. Gruber,Andreas Gruber,223867,24,6/29/95,Austria,174,Lean,70,SV Mattersburg,https://sofifa.com/player/223867/andreas-gruber/20/159586,68,1200000,7000,Medium/Medium,SUB,11,63,65,69,27,Not Provided,66,67,63,66,66,61,59,24,31
A. Gryszkiewicz,Adrian Gryszkiewicz,242512,19,12/13/99,Poland,185,Normal,81,Górnik Zabrze,https://sofifa.com/player/242512/adrian-gryszkiewicz/20/159586,63,550000,1000,High/Medium,SUB,27,33,53,56,60,Not Provided,58,53,54,57,35,74,38,62,61
A. Grünwald,Alexander Grünwald,183644,30,5/1/89,Austria,188,Normal,84,FK Austria Wien,https://sofifa.com/player/183644/alexander-grunwald/20/159586,73,3800000,15000,Medium/Medium,LCM,10,69,72,72,56,"Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot",74,72,70,75,72,83,70,54,52
A. Guardado,José Andrés Guardado Hernández,171897,32,9/28/86,Mexico,169,Lean,67,Real Betis,https://sofifa.com/player/171897/andres-guardado/20/159586,81,13500000,32000,Medium/Medium,LCM,18,68,81,82,72,Power Free-Kick,83,80,82,85,72,60,74,74,74
A. Gudiño,Andres Gudiño,252801,22,1/27/97,Mexico,183,Normal,86,Cruz Azul,https://sofifa.com/player/252801/andres-gudino/20/159586,53,70000,2000,Medium/Medium,RES,13,0,0,0,0,Not Provided,27,9,17,12,39,61,5,10,13
A. Guechi,Abdelaziz Ali Guechi,251222,28,9/7/90,Algeria,190,Lean,72,Al Adalah,https://sofifa.com/player/251222/abdelaziz-ali-guechi/20/159586,65,475000,5000,Medium/Medium,RCB,23,21,44,40,67,Not Provided,55,35,45,39,27,67,17,69,67
A. Guido,Alejandro Eugenio Guido Pérez,208513,25,3/22/94,United States,179,Normal,77,Los Angeles FC,https://sofifa.com/player/208513/alejandro-guido/20/159586,66,850000,3000,Medium/Medium,SUB,15,61,65,67,52,Power Free-Kick,70,68,68,66,68,62,61,51,55
A. Guliev,Ayaz Guliev,237844,23,2/27/96,Russia,169,Lean,63,Spartak Moscow,https://sofifa.com/player/237844/ayaz-guliev/20/159586,70,2700000,1000,High/Medium,LDM,7,61,69,74,65,Argues with Officials,76,73,72,73,69,51,67,63,67
A. Gunn,Angus Gunn,216325,23,1/22/96,England,196,Lean,77,Southampton,https://sofifa.com/player/216325/angus-gunn/20/159586,76,8000000,29000,Medium/Medium,GK,28,0,0,0,0,Not Provided,32,20,41,27,53,66,17,16,14
A. Gunnarsson,Aron Einar Gunnarsson,189167,30,4/22/89,Iceland,178,Normal,86,Iceland,https://sofifa.com/player/189167/aron-gunnarsson/20/159586,73,0,0,Low/High,,null,62,67,69,70,"Injury Prone, Long Shot Taker (CPU AI Only), Giant Throw-in",71,66,70,71,70,72,66,72,71
A. Gutiérrez,Alexis Gutiérrez,246745,19,2/26/00,Mexico,173,Normal,74,Cruz Azul,https://sofifa.com/player/246745/alexis-gutierrez/20/159586,57,190000,2000,Medium/Medium,RES,20,43,54,59,54,Not Provided,62,54,59,60,51,52,47,61,58
A. Gutman,Andrew Gutman,247278,22,10/2/96,United States,180,Normal,83,FC Cincinnati,https://sofifa.com/player/247278/andrew-gutman/20/159586,59,190000,1000,Medium/Medium,RES,96,43,51,54,59,Not Provided,56,55,50,56,55,67,40,62,60
A. Guédioura,Adlène Guédioura,183385,33,11/12/85,Algeria,178,Normal,81,Nottingham Forest,https://sofifa.com/player/183385/adlene-guedioura/20/159586,70,875000,21000,High/High,RES,5,67,67,72,64,"Leadership, Argues with Officials",72,74,80,72,83,77,73,65,60
A. Guðmundsson,Albert Guðmundsson,238004,22,6/15/97,Iceland,177,Normal,80,AZ Alkmaar,https://sofifa.com/player/238004/albert-gudhmundsson/20/159586,70,2500000,6000,High/Medium,SUB,28,65,67,76,34,Not Provided,69,78,65,75,67,68,60,39,43
A. Gómez,Alejandro Darío Gómez,143076,31,2/15/88,Argentina,165,Normal,68,Atalanta,https://sofifa.com/player/143076/alejandro-gomez/20/159586,85,34000000,92000,High/Medium,CAM,10,78,81,86,39,"Argues with Officials, Crowd Favourite",81,85,74,85,76,46,79,30,34
A. Gözütok,Anil Gözütok,252540,18,10/27/00,Germany,177,Normal,74,1. FC Kaiserslautern,https://sofifa.com/player/252540/anil-gozutok/20/159586,58,190000,1000,Medium/Medium,RES,32,47,53,64,36,Not Provided,56,66,55,63,58,53,48,40,44
A. Gündüz,Atakan Gündüz,251147,18,1/1/01,Turkey,189,Normal,84,Trabzonspor,https://sofifa.com/player/251147/atakan-gunduz/20/159586,63,700000,2000,Medium/High,RES,24,30,39,38,63,Not Provided,50,31,39,40,43,77,25,66,64
A. Gürleyen,Ahmet Gürleyen,245252,20,4/26/99,Germany,192,Stocky,90,1. FSV Mainz 05,https://sofifa.com/player/245252/ahmet-gurleyen/20/159586,60,425000,3000,Medium/Medium,SUB,31,37,43,41,55,Not Provided,52,35,50,44,62,79,37,59,54
A. Hack,Alexander Hack,231111,25,9/8/93,Germany,193,Normal,88,1. FSV Mainz 05,https://sofifa.com/player/231111/alexander-hack/20/159586,74,6500000,20000,Medium/Medium,LCB,42,32,62,60,73,Leadership,74,59,75,65,44,83,29,75,73
A. Hadžiahmetovic,Amir Hadžiahmetovic,233053,22,3/8/97,Bosnia Herzegovina,179,Lean,70,Atiker Konyaspor,https://sofifa.com/player/233053/amir-hadziahmetovic/20/159586,67,1400000,5000,Medium/High,SUB,18,56,65,68,56,Argues with Officials,71,70,68,70,72,68,66,65,62
A. Hagelskjær,Anders Hagelskjær,250850,22,2/16/97,Denmark,187,Lean,69,Silkeborg IF,https://sofifa.com/player/250850/anders-hagelskjaer/20/159586,62,450000,2000,Medium/Medium,LB,25,29,53,56,61,Not Provided,61,56,55,58,38,63,23,61,61
A. Hahn,André Hahn,211862,28,8/13/90,Germany,185,Normal,79,FC Augsburg,https://sofifa.com/player/211862/andre-hahn/20/159586,74,5500000,22000,High/High,RM,28,76,67,66,55,"Argues with Officials, Early Crosser",64,66,62,68,81,80,76,56,59
A. Haidara,Amadou Haidara,238463,21,1/31/98,Mali,175,Lean,68,RB Leipzig,https://sofifa.com/player/238463/amadou-haidara/20/159586,76,11500000,32000,Medium/Medium,SUB,8,70,74,76,65,Not Provided,77,76,73,76,75,64,74,70,66
A. Hainault,André Hainault,181149,33,6/17/86,Canada,184,Normal,80,1. FC Kaiserslautern,https://sofifa.com/player/181149/andre-hainault/20/159586,65,260000,2000,Medium/Medium,RES,35,46,51,48,64,Not Provided,50,45,45,46,59,77,46,63,63
A. Hakimi,Achraf Hakimi Mouh,235212,20,11/4/98,Morocco,181,Lean,73,Borussia Dortmund,https://sofifa.com/player/235212/achraf-hakimi/20/159586,79,16000000,48000,High/Low,SUB,5,62,72,80,74,"Injury Prone, Early Crosser",79,83,68,79,75,73,62,77,71
A. Halilovic,Alen Halilovic,216349,23,6/18/96,Croatia,169,Lean,69,Standard de Liège,https://sofifa.com/player/216349/alen-halilovic/20/159586,72,4300000,11000,High/Low,SUB,11,63,73,77,40,"Injury Free, Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",75,76,70,78,63,32,71,36,28
A. Halliday,Andrew Halliday,199146,27,10/18/91,Scotland,173,Lean,67,Rangers FC,https://sofifa.com/player/199146/andy-halliday/20/159586,68,900000,17000,Medium/High,SUB,16,59,65,65,62,"Injury Prone, Giant Throw-in",71,63,68,65,59,68,67,68,67
A. Halme,Aapo Halme,234290,21,5/22/98,Finland,196,Lean,78,Barnsley,https://sofifa.com/player/234290/aapo-halme/20/159586,63,600000,2000,Medium/Medium,SUB,24,21,45,53,59,Leadership,65,52,56,60,31,78,18,61,57
A. Hamdallah,Abderrazak Hamdallah,213761,28,12/17/90,Morocco,182,Normal,81,Al Nassr,https://sofifa.com/player/213761/abderrazak-hamdallah/20/159586,79,13000000,52000,Medium/Low,ST,9,79,68,73,30,"Beat Offside Trap, Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",70,71,60,76,78,77,68,25,20
A. Hammill,Adam Hammill,169568,31,1/25/88,England,178,Normal,74,Scunthorpe United,https://sofifa.com/player/169568/adam-hammill/20/159586,66,575000,6000,Medium/Medium,LM,11,67,64,68,44,"Injury Free, Selfish, Argues with Officials, Crowd Favourite",64,67,62,70,71,56,74,48,46
A. Hanche-Olsen,Andreas Hanche-Olsen,228518,22,1/17/97,Norway,185,Normal,74,Stabæk Fotball,https://sofifa.com/player/228518/andreas-hanche-olsen/20/159586,65,725000,1000,Medium/High,RB,16,34,48,56,63,Avoids Using Weaker Foot,57,54,46,53,40,73,26,64,63
A. Hansen,Andreas Hansen,210715,23,8/11/95,Denmark,186,Lean,71,Aalborg BK,https://sofifa.com/player/210715/andreas-hansen/20/159586,57,120000,2000,Medium/Medium,SUB,22,0,0,0,0,Not Provided,23,14,19,24,44,59,17,16,18
A. Hansen,André Hansen,190459,29,12/17/89,Norway,189,Normal,87,Rosenborg BK,https://sofifa.com/player/190459/andre-hansen/20/159586,76,6500000,6000,Medium/Medium,GK,1,0,0,0,0,Flair,39,21,41,24,53,77,13,15,14
A. Hansen,Alexander Hansen,246664,22,11/1/96,Norway,183,Lean,80,Mjøndalen IF,https://sofifa.com/player/246664/alexander-hansen/20/159586,59,190000,1000,Low/Medium,SUB,5,29,49,57,56,Not Provided,52,54,55,61,24,66,23,63,62
A. Harit,Amine Harit,232097,22,6/18/97,Morocco,180,Lean,67,FC Schalke 04,https://sofifa.com/player/232097/amine-harit/20/159586,76,11000000,25000,High/Medium,SUB,25,60,71,82,44,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",74,84,72,78,52,35,61,50,32
A. Harroui,Abdou Harroui,241937,21,1/13/98,Netherlands,182,Normal,76,Sparta Rotterdam,https://sofifa.com/player/241937/abdou-harroui/20/159586,66,1000000,3000,Medium/High,RM,7,52,65,67,61,Not Provided,68,67,66,66,62,66,52,62,59
A. Hartigan,Anthony Hartigan,238177,19,1/27/00,England,178,Normal,68,AFC Wimbledon,https://sofifa.com/player/238177/anthony-hartigan/20/159586,60,450000,1000,Medium/Medium,CM,8,53,59,60,53,Not Provided,64,57,60,59,54,61,55,56,52
A. Harush,Ariel Harush,206376,31,2/8/88,Israel,191,Normal,89,Sparta Rotterdam,https://sofifa.com/player/206376/ariel-harush/20/159586,68,575000,3000,Medium/Medium,SUB,20,0,0,0,0,Not Provided,25,22,24,19,47,80,13,13,15
A. Hasanally,Andre Hasanally,251945,17,2/10/02,England,165,Lean,60,Colchester United,https://sofifa.com/player/251945/andre-hasanally/20/159586,56,180000,1000,High/Medium,SUB,37,51,47,58,34,Not Provided,52,57,43,53,48,42,52,31,26
A. Hasegawa,Ariajasuru Hasegawa,229355,30,10/29/88,Japan,186,Lean,78,Nagoya Grampus,https://sofifa.com/player/229355/ariajasuru-hasegawa/20/159586,64,425000,2000,Medium/Medium,SUB,9,60,63,62,55,Not Provided,69,62,63,67,65,74,57,61,50
A. Hassan,Ahmed Hassan,210259,26,3/5/93,Egypt,191,Normal,86,SC Braga,https://sofifa.com/player/210259/ahmed-hassan/20/159586,73,5000000,13000,Medium/Low,ST,9,74,52,67,29,Not Provided,63,70,46,71,80,87,67,23,25
A. Hassoun,Abdullah Hassoun,245510,22,3/19/97,Saudi Arabia,177,Normal,67,Al Ahli,https://sofifa.com/player/245510/abdullah-hassoun/20/159586,59,240000,4000,High/Medium,SUB,23,37,48,56,55,Not Provided,51,55,44,53,43,57,24,56,57
A. Hayashi,Akihiro Hayashi,197851,32,5/7/87,Japan,195,Normal,91,FC Tokyo,https://sofifa.com/player/197851/akihiro-hayashi/20/159586,70,1100000,5000,Medium/Medium,GK,33,0,0,0,0,Not Provided,42,19,38,22,47,80,17,18,17
A. Hayden,Aaron Hayden,228376,22,1/16/97,England,186,Normal,79,Carlisle United,https://sofifa.com/player/228376/aaron-hayden/20/159586,55,120000,2000,Medium/Medium,SUB,6,30,29,41,54,Not Provided,33,37,25,38,41,76,27,57,56
A. Hazazi,Ali Abdullah Hazazi,230801,25,2/18/94,Saudi Arabia,183,Lean,63,Ettifaq FC,https://sofifa.com/player/230801/ali-abdullah-hazazi/20/159586,63,450000,5000,Medium/Medium,LDM,11,44,58,63,60,Not Provided,65,62,58,65,52,65,37,61,59
A. Heap,Aaron Heap,246311,18,5/14/01,Northern Ireland,171,Lean,59,Oxford United,https://sofifa.com/player/246311/aaron-heap/20/159586,51,80000,1000,Medium/Medium,RES,34,35,46,53,42,Not Provided,54,49,52,50,47,29,33,45,41
A. Hegazi,Ahmed Hegazi,210648,28,1/25/91,Egypt,194,Normal,95,West Bromwich Albion,https://sofifa.com/player/210648/ahmed-hegazi/20/159586,75,6500000,38000,Medium/Medium,SUB,26,20,44,54,75,Not Provided,59,49,54,63,27,85,15,77,76
A. Heimer,Andreas Heimer,250852,21,12/10/97,Denmark,183,Normal,78,Silkeborg IF,https://sofifa.com/player/250852/andreas-heimer/20/159586,56,150000,2000,Medium/Medium,SUB,8,48,55,55,41,Not Provided,62,53,59,58,54,60,45,36,38
A. Helal,Abdulla Yusuf Helal,247036,26,6/12/93,Bahrain,194,Normal,87,SK Slavia Praha,https://sofifa.com/player/247036/abdulla-yusuf-helal/20/159586,72,3900000,1000,Medium/Medium,RES,29,68,52,71,38,Not Provided,58,73,51,74,70,83,65,41,24
A. Helmersen,Andreas Helmersen,228212,21,3/15/98,Norway,190,Normal,82,Odds BK,https://sofifa.com/player/228212/andreas-helmersen/20/159586,61,450000,1000,High/Low,SUB,99,61,44,56,28,Not Provided,48,56,37,59,66,80,58,26,23
A. Hendriksen,Anton Skipper Hendriksen,246709,19,3/31/00,Denmark,194,Normal,77,Brøndby IF,https://sofifa.com/player/246709/anton-skipper-hendriksen/20/159586,54,140000,2000,Medium/Medium,SUB,28,27,32,36,51,Not Provided,40,30,30,41,34,71,26,58,56
A. Henley,Adam Henley,205485,25,6/14/94,Wales,178,Lean,78,Bradford City,https://sofifa.com/player/205485/adam-henley/20/159586,64,500000,4000,Medium/Medium,LB,22,39,54,62,62,Power Free-Kick,61,61,53,58,37,63,29,64,63
A. Henríquez,Ángelo Henríquez,210296,25,4/13/94,Chile,176,Normal,73,Universidad de Chile,https://sofifa.com/player/210296/angelo-henriquez/20/159586,71,3000000,9000,High/Low,SUB,9,70,60,67,29,Not Provided,62,66,57,68,73,67,65,33,26
A. Henríquez,Alexis Henríquez,206649,36,2/1/83,Colombia,191,Stocky,90,Atlético Nacional,https://sofifa.com/player/206649/alexis-henriquez/20/159586,70,350000,2000,Medium/High,LCB,12,36,45,38,71,"Power Free-Kick, Avoids Using Weaker Foot, Long Passer (CPU AI Only), Giant Throw-in",58,34,68,43,57,91,32,70,64
A. Hernández,Areli Hernández,210762,24,12/22/94,Mexico,173,Lean,72,Querétaro,https://sofifa.com/player/210762/areli-hernandez/20/159586,56,100000,2000,Medium/Medium,SUB,12,33,41,57,55,Not Provided,39,55,30,59,33,62,36,60,62
A. Herrera,Aaron Herrera,242542,22,6/6/97,United States,180,Lean,70,Real Salt Lake,https://sofifa.com/player/242542/aaron-herrera/20/159586,65,700000,2000,High/Medium,LB,22,32,54,63,64,Not Provided,58,64,53,60,32,73,28,67,65
A. Herzog,Aaron Herzog,242748,21,1/30/98,Germany,178,Normal,70,Borussia Mönchengladbach,https://sofifa.com/player/242748/aaron-herzog/20/159586,61,400000,3000,Medium/Medium,RES,39,43,56,61,58,Not Provided,68,59,63,57,58,47,42,61,66
A. Hickey,Aaron Hickey,248808,17,6/10/02,Scotland,175,Lean,72,Heart of Midlothian,https://sofifa.com/player/248808/aaron-hickey/20/159586,60,375000,1000,High/High,LB,51,43,60,60,58,"Dives Into Tackles (CPU AI Only), Leadership",57,60,65,60,45,51,33,61,60
A. Hidalgo,Abel Hidalgo,236638,21,4/13/98,Chile,175,Lean,68,Deportes Iquique,https://sofifa.com/player/236638/abel-hidalgo/20/159586,55,160000,1000,Medium/Medium,RES,5,24,30,30,57,Not Provided,35,23,30,35,40,58,19,63,61
A. Hindi,Abdulbasit Hindi,245499,22,2/2/97,Saudi Arabia,184,Lean,65,Al Ahli,https://sofifa.com/player/245499/abdulbasit-hindi/20/159586,60,300000,4000,Medium/High,RES,37,22,40,48,59,Not Provided,49,44,38,49,33,68,16,61,59
A. Hinestroza,Alexis Hinestroza,233043,30,8/28/88,Colombia,180,Normal,81,Cúcuta Deportivo,https://sofifa.com/player/233043/alexis-hinestroza/20/159586,65,450000,1000,Medium/Medium,SUB,2,33,58,51,61,Not Provided,68,47,68,55,46,87,33,59,51
